date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:27:26	4598/4598	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:41%20GMT	http://chemteachhelp.com/convertmasscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/convertmasscsn7.html	(from http://chemteachhelp.com/)
21:27:26	5227/5227	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:41%20GMT	http://chemteachhelp.com/convertlengthcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/convertlengthcsn7.html	(from http://chemteachhelp.com/)
21:27:26	4855/4855	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:41%20GMT	http://chemteachhelp.com/convertdensitycsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/convertdensitycsn7.html	(from http://chemteachhelp.com/)
21:27:26	4949/4949	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:41%20GMT	http://chemteachhelp.com/convtempcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/convtempcsn7.html	(from http://chemteachhelp.com/)
21:27:27	10299/10299	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:59%20GMT	http://chemteachhelp.com/protonscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/protonscsn7.html	(from http://chemteachhelp.com/)
21:27:27	8511/8511	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:51%20GMT	http://chemteachhelp.com/atomsmolescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/atomsmolescsn7.html	(from http://chemteachhelp.com/)
21:27:28	5661/5661	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:40%20GMT	http://chemteachhelp.com/usemolarvolcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/usemolarvolcsn7.html	(from http://chemteachhelp.com/)
21:27:28	6889/6889	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:00%20GMT	http://chemteachhelp.com/qnumberscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/qnumberscsn7.html	(from http://chemteachhelp.com/)
21:27:28	9787/9787	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:07%20GMT	http://chemteachhelp.com/estructurescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/estructurescsn7.html	(from http://chemteachhelp.com/)
21:27:29	10589/10589	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:27%20GMT	http://chemteachhelp.com/hydrogenspeccsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/hydrogenspeccsn7.html	(from http://chemteachhelp.com/)
21:27:29	7150/7150	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:42%20GMT	http://chemteachhelp.com/debrogliecsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/debrogliecsn7.html	(from http://chemteachhelp.com/)
21:27:29	10476/10476	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:49%20GMT	http://chemteachhelp.com/nucleardecaycsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/nucleardecaycsn7.html	(from http://chemteachhelp.com/)
21:27:30	6515/6515	---M-Z	200	added ('OK')	text/html	date:Wed,%2003%20Feb%202021%2023:14:44%20GMT	http://chemteachhelp.com/boyleslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/boyleslawcsn7.html	(from http://chemteachhelp.com/)
21:27:30	6986/6986	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:54%20GMT	http://chemteachhelp.com/charleslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/charleslawcsn7.html	(from http://chemteachhelp.com/)
21:27:30	6702/6702	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:51%20GMT	http://chemteachhelp.com/avogadroslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/avogadroslawcsn7.html	(from http://chemteachhelp.com/)
21:27:31	7761/7761	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:40%20GMT	http://chemteachhelp.com/combinedgascsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/combinedgascsn7.html	(from http://chemteachhelp.com/)
21:27:31	5852/5852	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:28%20GMT	http://chemteachhelp.com/idealgascsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/idealgascsn7.html	(from http://chemteachhelp.com/)
21:27:31	8776/8776	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/grahamslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/grahamslawcsn7.html	(from http://chemteachhelp.com/)
21:27:31	6126/6126	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:42%20GMT	http://chemteachhelp.com/daltonslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/daltonslawcsn7.html	(from http://chemteachhelp.com/)
21:27:32	5165/5165	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:00%20GMT	http://chemteachhelp.com/RaoultsLaw-1csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/RaoultsLaw-1csn7.html	(from http://chemteachhelp.com/)
21:27:32	9977/9977	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:00%20GMT	http://chemteachhelp.com/RaoultsLaw-2csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/RaoultsLaw-2csn7.html	(from http://chemteachhelp.com/)
21:27:32	4170/4170	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:43%20GMT	http://chemteachhelp.com/molarity1csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/molarity1csn7.html	(from http://chemteachhelp.com/)
21:27:33	8115/8115	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:43%20GMT	http://chemteachhelp.com/molarity2csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/molarity2csn7.html	(from http://chemteachhelp.com/)
21:27:33	6669/6669	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:58%20GMT	http://chemteachhelp.com/osmoticcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/osmoticcsn7.html	(from http://chemteachhelp.com/)
21:27:33	7996/7996	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/freezingcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/freezingcsn7.html	(from http://chemteachhelp.com/)
21:27:33	6511/6511	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/fpdepressioncsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/fpdepressioncsn7.html	(from http://chemteachhelp.com/)
21:27:34	8129/8129	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:43%20GMT	http://chemteachhelp.com/dilutioncsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/dilutioncsn7.html	(from http://chemteachhelp.com/)
21:27:35	5928/5928	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:40%20GMT	http://chemteachhelp.com/waterheatcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/waterheatcsn7.html	(from http://chemteachhelp.com/)
21:27:35	6700/6700	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/heatxfer1csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/heatxfer1csn7.html	(from http://chemteachhelp.com/)
21:27:35	8618/8618	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/heatxfer1wpcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/heatxfer1wpcsn7.html	(from http://chemteachhelp.com/)
21:27:36	7352/7352	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/heatxfer2csn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/heatxfer2csn7.html	(from http://chemteachhelp.com/)
21:27:36	5954/5954	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:25%20GMT	http://chemteachhelp.com/thermoequationscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/thermoequationscsn7.html	(from http://chemteachhelp.com/)
21:27:36	17186/17186	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:09%20GMT	http://chemteachhelp.com/Hesslawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/Hesslawcsn7.html	(from http://chemteachhelp.com/)
21:27:37	6687/6687	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:24%20GMT	http://chemteachhelp.com/secondlawcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/secondlawcsn7.html	(from http://chemteachhelp.com/)
21:27:38	5207/5207	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:41%20GMT	http://chemteachhelp.com/workheatcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/workheatcsn7.html	(from http://chemteachhelp.com/)
21:27:38	5814/5814	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:41%20GMT	http://chemteachhelp.com/workheatwpcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/workheatwpcsn7.html	(from http://chemteachhelp.com/)
21:27:38	3946/3946	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:21%20GMT	http://chemteachhelp.com/acidorbasecsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/acidorbasecsn7.html	(from http://chemteachhelp.com/)
21:27:39	5394/5394	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:59%20GMT	http://chemteachhelp.com/phdrillcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/phdrillcsn7.html	(from http://chemteachhelp.com/)
21:27:39	5351/5351	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:59%20GMT	http://chemteachhelp.com/pHrelationscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/pHrelationscsn7.html	(from http://chemteachhelp.com/)
21:27:39	6088/6088	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:21%20GMT	http://chemteachhelp.com/acidsolscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/acidsolscsn7.html	(from http://chemteachhelp.com/)
21:27:40	15052/15052	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:09%20GMT	http://chemteachhelp.com/acidbasecompletevaluescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/acidbasecompletevaluescsn7.html	(from http://chemteachhelp.com/)
21:27:40	9831/9831	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:09%20GMT	http://chemteachhelp.com/acidbasereactionscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/acidbasereactionscsn7.html	(from http://chemteachhelp.com/)
21:27:41	5873/5873	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:26%20GMT	http://chemteachhelp.com/titrationscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/titrationscsn7.html	(from http://chemteachhelp.com/)
21:27:41	7121/7121	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:52%20GMT	http://chemteachhelp.com/bufferscompcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/bufferscompcsn7.html	(from http://chemteachhelp.com/)
21:27:42	7871/7871	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:52%20GMT	http://chemteachhelp.com/bufferspropscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/bufferspropscsn7.html	(from http://chemteachhelp.com/)
21:27:43	7654/7654	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:09%20GMT	http://chemteachhelp.com/acidhydrolysiscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/acidhydrolysiscsn7.html	(from http://chemteachhelp.com/)
21:27:43	8790/8790	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:00%20GMT	http://chemteachhelp.com/protontransfercsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/protontransfercsn7.html	(from http://chemteachhelp.com/)
21:27:43	6061/6061	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:52%20GMT	http://chemteachhelp.com/basesolscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/basesolscsn7.html	(from http://chemteachhelp.com/)
21:27:44	6566/6566	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:41%20GMT	http://chemteachhelp.com/weakacidapproxcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/weakacidapproxcsn7.html	(from http://chemteachhelp.com/)
21:27:44	7487/7487	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:24%20GMT	http://chemteachhelp.com/saltsolscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/saltsolscsn7.html	(from http://chemteachhelp.com/)
21:27:45	4879/4879	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:59%20GMT	http://chemteachhelp.com/precipitationcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/precipitationcsn7.html	(from http://chemteachhelp.com/)
21:27:46	6491/6491	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:24%20GMT	http://chemteachhelp.com/saltcomioncsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/saltcomioncsn7.html	(from http://chemteachhelp.com/)
21:27:46	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2023%20Apr%202019%2006:31:48%20GMT	http://chemteachhelp.com/separatingionscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/separatingionscsn7.html	(from http://chemteachhelp.com/)
21:27:47	7346/7346	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:44%20GMT	http://chemteachhelp.com/namingcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/namingcsn7.html	(from http://chemteachhelp.com/)
21:27:47	7804/7804	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:25%20GMT	http://chemteachhelp.com/stocknamingcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/stocknamingcsn7.html	(from http://chemteachhelp.com/)
21:27:48	8085/8085	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:43%20GMT	http://chemteachhelp.com/namestoformulascsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/namestoformulascsn7.html	(from http://chemteachhelp.com/)
21:27:48	9844/9844	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:08%20GMT	http://chemteachhelp.com/gfwscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/gfwscsn7.html	(from http://chemteachhelp.com/)
21:27:50	5203/5203	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:43%20GMT	http://chemteachhelp.com/massmolescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/massmolescsn7.html	(from http://chemteachhelp.com/)
21:27:51	5737/5737	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:07%20GMT	http://chemteachhelp.com/formsmassescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/formsmassescsn7.html	(from http://chemteachhelp.com/)
21:27:53	12662/12662	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:42%20GMT	http://chemteachhelp.com/massformulawpcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/massformulawpcsn7.html	(from http://chemteachhelp.com/)
21:27:54	10879/10879	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:59%20GMT	http://chemteachhelp.com/percentcompcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/percentcompcsn7.html	(from http://chemteachhelp.com/)
21:27:54	13111/13111	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:07%20GMT	http://chemteachhelp.com/empiricalformulascsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/empiricalformulascsn7.html	(from http://chemteachhelp.com/)
21:27:55	10943/10943	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:16:40%20GMT	http://chemteachhelp.com/combustionanalysiscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/combustionanalysiscsn7.html	(from http://chemteachhelp.com/)
21:27:56	8767/8767	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:28%20GMT	http://chemteachhelp.com/kineticscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/kineticscsn7.html	(from http://chemteachhelp.com/)
21:27:56	17515/17515	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:40%20GMT	http://chemteachhelp.com/usingratelawscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/usingratelawscsn7.html	(from http://chemteachhelp.com/)
21:27:56	17553/17553	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:17:28%20GMT	http://chemteachhelp.com/hlivescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/hlivescsn7.html	(from http://chemteachhelp.com/)
21:27:57	6948/6948	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:15:51%20GMT	http://chemteachhelp.com/arrheniuscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/arrheniuscsn7.html	(from http://chemteachhelp.com/)
21:27:57	2924/2924	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:14%20GMT	http://chemteachhelp.com/rxnbalancingcsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/rxnbalancingcsn7.html	(from http://chemteachhelp.com/)
21:27:58	4286/4286	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:14%20GMT	http://chemteachhelp.com/rxnsgramstogramscsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/rxnsgramstogramscsn7.html	(from http://chemteachhelp.com/)
21:27:58	4130/4130	---M-Z	200	added ('OK')	text/html	date:Thu,%2004%20Feb%202021%2000:18:14%20GMT	http://chemteachhelp.com/rxnsmolestomolescsn7.html	G:/My%20Drive/csudh/csudh1-chemteachhelp/chemteachhelp/chemteachhelp.com/rxnsmolestomolescsn7.html	(from http://chemteachhelp.com/)
